"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024015","2018-07-03","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  333",",,W","  183",",,W","   58",",,W",,,,,,,,,,,,,"  350",",,W","  350",",,W","  139",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-04","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","  244",",,W,",,,,,"  317",",,W","  144",",,W","   42",",,W",,,,,,,,,,,,,"  340",",,W","  340",",,W","  116",",,W","  157",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-05","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  283",",,W","  156",",,W","   61",",,W",,,,,,,,,,,,,"  110",",,W","  100",",,W","   98",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-06","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  306",",,W","  167",",,W","   64",",,W",,,,,,,,,,,,,"  130",",,W","  140",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-07","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  333",",,W","  189",",,W","   68",",,W",,,,,,,,,,,,,"  150",",,W","  180",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-08","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  344",",,W","  183",",,W","   63",",,W",,,,,,,,,,,,,"  130",",,W","  110",",,W","   94",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-09","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  328",",,W","  183",",,W","   55",",,W",,,,,,,,,,,,,"  140",",,W","  130",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-10","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  344",",,W","  194",",,W","   69",",,W",,,,,,,,,,,,,"  140",",,W","  170",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-11","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  344",",,W","  189",",,W","   61",",,W",,,,,,,,,,,,,"  140",",,W","  120",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-12","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0","T,,W,",,,,,"  339",",,W","  178",",,W","   43",",,W",,,,,,,,,,,,,"  320",",,W","  330",",,W","  148",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-13","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  294",",,W","  167",",,W","   38",",,W",,,,,,,,,,,,,"  110",",,W","   80",",,W","   72",",,W","  107",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024015","2018-07-14","40.16667","-103.21667","1421.3","AKRON WASHINGTON CO AIRPORT, CO US","    0",",,W,",,,,,"  322",",,W","  156",",,W","   52",",,W",,,,,,,,,,,,,"  140",",,W","   80",",,W","   76",",,W","  112",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
