"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0022D02S","2018-07-06","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  205",",,T","   91",",,T","  145",",,T","  106",",,T","    0",",,T"
"USS0022D02S","2018-07-07","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  201",",,T","   81",",,T","  134",",,T","   82",",,T","    0",",,T"
"USS0022D02S","2018-07-08","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  235",",,T","   54",",,T","  148",",,T","  105",",,T","    0",",,T"
"USS0022D02S","2018-07-09","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  154",",,T","   71",",,T","  111",",,T","  100",",,T","    0",",,T"
"USS0022D02S","2018-07-10","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  177",",,T","   81",",,T","  117",",,T","   81",",,T","    0",",,T"
"USS0022D02S","2018-07-11","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  253",",,T","   64",",,T","  160",",,T","  131",",,T","    0",",,T"
"USS0022D02S","2018-07-12","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  295",",,T","  101",",,T","  198",",,T","  142",",,T","    0",",,T"
"USS0022D02S","2018-07-13","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  274",",,T","  117",",,T","  184",",,T","  119",",,T","    0",",,T"
"USS0022D02S","2018-07-14","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  280",",,T","   93",",,T","  181",",,T","  133",",,T","    0",",,T"
"USS0022D02S","2018-07-15","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  307",",,T","  116",",,T","  206",",,T","  150",",,T","    0",",,T"
"USS0022D02S","2018-07-16","45.55","-122.0","932.7","NORTH FORK, OR US","    0",",,T","    0",",,T","  284",",,T","  126",",,T","  197",",,T","  127",",,T","    0",",,T"
