"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA004016322","2018-07-04","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   16",",,C","    0",",,C","    0",",,C","  205",",,C","  100",",,C",,,,,"  153",",,C"
"CA004016322","2018-07-05","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  250",",,C","   80",",,C",,,,,"  165",",,C"
"CA004016322","2018-07-06","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  315",",,C","  135",",,C",,,,,"  225",",,C"
"CA004016322","2018-07-07","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  305",",,C","  210",",,C",,,,,"  258",",,C"
"CA004016322","2018-07-08","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  260",",,C","  115",",,C",,,,,"  188",",,C"
"CA004016322","2018-07-09","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   20",",,C","    0",",,C","    0",",,C","  280",",,C","  135",",,C",,,,,"  208",",,C"
"CA004016322","2018-07-10","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   81",",,C","    0",",,C","    0",",,C","  290",",,C","  140",",,C",,,,,"  215",",,C"
"CA004016322","2018-07-11","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0","T,,C","    0",",,C","    0",",,C","  245",",,C","  170",",,C",,,,,"  208",",,C"
"CA004016322","2018-07-12","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  275",",,C","  155",",,C",,,,,"  215",",,C"
"CA004016322","2018-07-13","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","  140",",,C","    0",",,C","    0",",,C","  325",",,C","  145",",,C",,,,,"  235",",,C"
"CA004016322","2018-07-14","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  240",",,C","  185",",,C",,,,,"  213",",,C"
"CA004016322","2018-07-15","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  235",",,C","  100",",,C",,,,,"  168",",,C"
"CA004016322","2018-07-16","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  230",",,C","   65",",,C",,,,,"  148",",,C"
"CA004016322","2018-07-17","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  305",",,C","  100",",,C",,,,,"  203",",,C"
"CA004016322","2018-07-18","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  315",",,C","  165",",,C",,,,,"  240",",,C"
"CA004016322","2018-07-19","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","  155",",,C",,,,,"  205",",,C"
"CA004016322","2018-07-20","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  270",",,C","  105",",,C",,,,,"  188",",,C"
"CA004016322","2018-07-21","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   49",",,C","    0",",,C","    0",",,C","  300",",,C","  140",",,C",,,,,"  220",",,C"
"CA004016322","2018-07-22","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    7",",,C","    0",",,C","    0",",,C","  235",",,C","  150",",,C",,,,,"  193",",,C"
"CA004016322","2018-07-23","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  225",",,C","  100",",,C",,,,,"  163",",,C"
"CA004016322","2018-07-24","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  220",",,C","  100",",,C",,,,,"  160",",,C"
"CA004016322","2018-07-25","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  210",",,C","  110",",,C",,,,,"  160",",,C"
"CA004016322","2018-07-26","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  220",",,C","   75",",,C",,,,,"  148",",,C"
"CA004016322","2018-07-27","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  260",",,C","   75",",,C",,,,,"  168",",,C"
"CA004016322","2018-07-28","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  275",",,C","   95",",,C",,,,,"  185",",,C"
"CA004016322","2018-07-29","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  300",",,C","  115",",,C",,,,,"  208",",,C"
"CA004016322","2018-07-30","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  315",",,C","  135",",,C",,,,,"  225",",,C"
"CA004016322","2018-07-31","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  240",",,C","  130",",,C",,,,,"  185",",,C"
"CA004016322","2018-08-01","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   36",",,C","    0",",,C","    0",",,C","  235",",,C","   80",",,C",,,,,"  158",",,C"
"CA004016322","2018-08-02","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","   16",",,C","    0",",,C","    0",",,C","  300",",,C","  100",",,C",,,,,"  200",",,C"
"CA004016322","2018-08-03","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0","T,,C","    0",",,C","    0",",,C","  305",",,C","  150",",,C",,,,,"  228",",,C"
"CA004016322","2018-08-04","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    6",",,C","    0",",,C","    0",",,C","  230",",,C","  125",",,C",,,,,"  178",",,C"
"CA004016322","2018-08-05","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  260",",,C","  120",",,C",,,,,"  190",",,C"
"CA004016322","2018-08-06","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  285",",,C","  110",",,C",,,,,"  198",",,C"
"CA004016322","2018-08-07","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  330",",,C","  145",",,C",,,,,"  238",",,C"
"CA004016322","2018-08-08","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  310",",,C","  135",",,C",,,,,"  223",",,C"
"CA004016322","2018-08-09","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  340",",,C","  130",",,C",,,,,"  235",",,C"
"CA004016322","2018-08-10","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  370",",,C","  160",",,C",,,,,"  265",",,C"
"CA004016322","2018-08-11","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  420",",,C","  170",",,C",,,,,"  295",",,C"
"CA004016322","2018-08-12","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  175",",,C","  115",",,C",,,,,"  145",",,C"
"CA004016322","2018-08-13","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  270",",,C","   55",",,C",,,,,"  163",",,C"
"CA004016322","2018-08-14","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  250",",,C","  125",",,C",,,,,"  188",",,C"
"CA004016322","2018-08-15","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  340",",,C","  115",",,C",,,,,"  228",",,C"
"CA004016322","2018-08-16","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  270",",,C","  125",",,C",,,,,"  198",",,C"
"CA004016322","2018-08-17","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  345",",,C","  135",",,C",,,,,"  240",",,C"
"CA004016322","2018-08-18","50.5667","-103.9833","663.0","QU APPELLE 1, SK CA","    0",",,C","    0",",,C","    0",",,C","  305",",,C","  130",",,C",,,,,"  218",",,C"
