"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0009F24S","2018-07-06","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  259",",,T","   67",",,T","  156",",,T","   95",",,T","    0",",,T"
"USS0009F24S","2018-07-07","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  261",",,T","   79",",,T","  157",",,T","  119",",,T","    0",",,T"
"USS0009F24S","2018-07-08","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  245",",,T","   91",",,T","  161",",,T","  109",",,T","    0",",,T"
"USS0009F24S","2018-07-09","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  235",",,T","  101",",,T","  155",",,T","  103",",,T","    0",",,T"
"USS0009F24S","2018-07-10","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  242",",,T","   95",",,T","  160",",,T","  105",",,T","    0",",,T"
"USS0009F24S","2018-07-11","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  224",",,T","   79",",,T","  139",",,T","   79",",,T","    0",",,T"
"USS0009F24S","2018-07-12","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  232",",,T","   62",",,T","  134",",,T","   77",",,T","    0",",,T"
"USS0009F24S","2018-07-13","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  242",",,T","   57",",,T","  142",",,T","   71",",,T","    0",",,T"
"USS0009F24S","2018-07-14","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  228",",,T","   43",",,T","  137",",,T","   79",",,T","    0",",,T"
"USS0009F24S","2018-07-15","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  221",",,T","   60",",,T","  134",",,T","   79",",,T","    0",",,T"
"USS0009F24S","2018-07-16","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  221",",,T","   60",",,T","  122",",,T","   69",",,T","    0",",,T"
"USS0009F24S","2018-07-17","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  192",",,T","   50",",,T","  109",",,T","   57",",,T","    0",",,T"
"USS0009F24S","2018-07-18","43.86","-109.32","2910.8","KIRWIN, WY US","    0",",,T","    0",",,T","  223",",,T","   48",",,T","  131",",,T","   97",",,T","    0",",,T"
