"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00264349","2018-05-03","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  250",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-04","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  278",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-05","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  278",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-06","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  300",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-07","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  289",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-08","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  328",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-09","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  283",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-10","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  278",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-11","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  194",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-12","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","   25",",,7,0700","    0",",,7,0700",,,"  206",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-13","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","   76",",,7,0700","    0",",,7,0700",,,"  211",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-14","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  228",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-15","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  228",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-16","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","  135",",,7,0700","    0",",,7,0700",,,"  194",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-17","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  233",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-18","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  256",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-19","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  261",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-20","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    8",",,7,0700","    0",",,7,0700",,,"  261",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-21","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","   48",",,7,0700","    0",",,7,0700",,,"  222",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-22","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","   25",",,7,0700","    0",",,7,0700",,,"  233",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-23","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  267",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-24","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    3",",,7,0700","    0",",,7,0700",,,"  289",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-25","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  167",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-26","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  211",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-27","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  267",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-28","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  283",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-29","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  311",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-30","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  283",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-05-31","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  239",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-01","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  283",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-02","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  317",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-03","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  339",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-04","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  333",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-05","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  322",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-06","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  317",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-07","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  294",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-08","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  317",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-09","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  267",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-10","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  267",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-11","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  317",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-12","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  350",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-13","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  361",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-14","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  339",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-15","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  322",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-16","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  300",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-17","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  233",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-18","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  272",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-19","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  322",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-20","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  350",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-21","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  344",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-22","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  350",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-23","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  344",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-24","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  367",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-25","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  383",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00264349","2018-06-26","39.4688","-119.0644","1270.1","LAHONTAN DAM, NV US","    0",",,7,0700","    0",",,7,0700",,,"  383",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
