"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00045100","2018-05-26","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  156",",,7","   61",",,7","  100",",,7,"
"USC00045100","2018-05-27","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  150",",,7","   50",",,7","  111",",,7,"
"USC00045100","2018-05-28","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  222",",,7","   61",",,7","  133",",,7,"
"USC00045100","2018-05-29","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  272",",,7","  122",",,7","  194",",,7,"
"USC00045100","2018-05-30","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  306",",,7","  122",",,7","  194",",,7,"
"USC00045100","2018-06-01","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  200",",,7","   33",",,7","  139",",,7,"
"USC00045100","2018-06-02","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  250",",,7","   78",",,7","  144",",,7,"
"USC00045100","2018-06-03","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,","    0",",,7","    0",",,7","  311",",,7","  128",",,7","  206",",,7,"
"USC00045100","2018-06-04","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  328",",,7","  133",",,7","  233",",,7,"
"USC00045100","2018-06-05","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  306",",,7","  117",",,7","  183",",,7,"
"USC00045100","2018-06-06","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  289",",,7","   89",",,7","  244",",,7,"
"USC00045100","2018-06-07","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,","    0",",,7","    0",",,7","  250",",,7","   78",",,7","  133",",,7,"
"USC00045100","2018-06-08","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,","    0",",,7","    0",",,7","  250",",,7","   83",",,7","  100",",,7,"
"USC00045100","2018-06-09","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  261",",,7","  100",",,7","  217",",,7,"
"USC00045100","2018-06-10","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  228",",,7","   61",",,7","   94",",,7,"
"USC00045100","2018-06-11","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  200",",,7","   72",",,7","  139",",,7,"
"USC00045100","2018-06-12","35.3836","-118.4122","1290.8","LORAINE 5 NNE, CA US","    0",",,7,",,,,,"  289",",,7","  117",",,7","  183",",,7,"
