"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00107673","2018-07-06","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","   89",",,7",,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-07","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  117",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-08","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  111",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-09","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  150",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-10","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  156",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-11","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  156",",,7",,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-12","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  117",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-13","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  106",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-14","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  106",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-15","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  122",",,7",,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-16","43.0517","-114.155","1313.4","RICHFIELD, ID US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  133",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-17","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  183",",,7",,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-18","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  144",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-19","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  133",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-20","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  122",",,7",,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-21","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  117",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-22","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  156",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-23","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  139",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-24","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  117",",,7",,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-25","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  156",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-26","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  189",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-27","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  139",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-28","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  144",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-29","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  150",",,7",,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-30","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  144",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-07-31","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  189",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-01","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  150",",,7",,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-02","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  183",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-03","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  139",",,7",,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-04","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  122",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-05","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   83",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-06","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   89",",,7",,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-07","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  122",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-08","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  100",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-09","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  128",",,7",,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-10","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  133",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-11","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  133",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-12","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  389",",,7","  139",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-13","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  117",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-14","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  106",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-15","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  100",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-16","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","   89",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-17","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  133",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-18","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  117",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-19","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  111",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-20","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  128",",,7",,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-21","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  111",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-22","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   94",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-23","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   94",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-24","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   83",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-25","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  100",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-26","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   67",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-27","43.0517","-114.155","1313.4","RICHFIELD, ID US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  100",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00107673","2018-08-28","43.0517","-114.155","1313.4","RICHFIELD, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   61",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,
