"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00098017","2018-06-12","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","  122",",,a","  139",",,a","  114",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-13","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   98",",,a","  145",",,a","  108",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-14","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","  106",",,a","  143",",,a","   82",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-15","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","  130",",,a","  126",",,a","   88",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-16","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","  112",",,a","  121",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-17","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   88",",,a","  124",",,a","   85",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-18","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    4",",,a","  125",",,a","   81",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-19","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  137",",,a","   23",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-20","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  124",",,a","   46",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-21","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    2",",,a","  134",",,a","   78",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-22","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  142",",,a","   38",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-23","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   28",",,a","  130",",,a","  102",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-24","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    2",",,a","  118",",,a","   90",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-25","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   22",",,a","  125",",,a","   87",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-26","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   14",",,a","  139",",,a","   32",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-27","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    6",",,a","  134",",,a","   43",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-28","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  140",",,a","   31",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-29","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    4",",,a","  141",",,a","   54",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-06-30","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   70",",,a","  119",",,a","   86",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-07-01","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   82",",,a","  143",",,a","   89",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-07-02","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","   30",",,a","  137",",,a","   66",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-07-03","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  139",",,a","   72",",,a",,,,,,,,,,,,,,
"ASN00098017","2018-07-04","-39.88","143.8831","37.0","KING ISLAND AIRPORT, AS","    0",",,a","  151",",,a","  100",",,a",,,,,,,,,,,,,,
